,Zone,Utilisation,Conformité,NombreUtilisations,NombreBatiments,NombreEtages,SurfacePlancherTotal,ConsoSite/S(kBtu/sf),AgeBatiment
1568,Nord,Autre,Compliant,1,1.0,1,23169,21.79999924,51
1569,Nord,Bureau,Compliant,2,1.0,4,41784,38.79999924,8
1570,Nord,Industriel,Compliant,1,1.0,1,56884,24.39999962,56
1573,Nord,Supermarché,Compliant,1,1.0,1,32810,61.5,27
1576,Nord,Industriel,Compliant,1,1.0,3,30989,3.200000048,36
1577,Nord,Industriel,Compliant,1,1.0,3,39952,1.399999976,101
1581,Nord,Bureau,Compliant,1,1.0,2,20022,31.60000038,55
1582,Nord,Supermarché,Compliant,2,1.0,2,36498,14.69999981,56
1583,Nord,Supermarché,Compliant,2,1.0,1,35946,13.10000038,48
1584,Nord,Bureau,Compliant,2,1.0,4,30152,33.59999847,9
1585,Nord,Bureau,Compliant,1,1.0,4,22365,33.59999847,37
1586,Nord,Bureau,Compliant,1,1.0,4,30172,30.0,22
1590,Nord,Industriel,Compliant,2,1.0,4,42500,5.099999905,89
1591,Nord,Bureau,Compliant,3,1.0,4,23032,52.90000153,115
1593,Nord,Autre,Compliant,2,1.0,3,45750,169.0,116
1595,Nord,Bureau,Compliant,1,1.0,2,23500,71.80000305,48
1596,Nord,Bureau,Compliant,1,1.0,1,22282,26.0,50
1597,Nord,Industriel,Compliant,1,1.0,2,24000,21.0,114
1599,Nord,Autre,Compliant,4,1.0,3,27085,73.69999695,107
1606,Nord,Autre,Compliant,3,0.0,2,29258,233.5,20
1607,Nord,Bureau,Compliant,1,1.0,2,37500,59.59999847,85
1609,Nord,Universitaire,Compliant,1,1.0,3,23983,48.5,86
1610,Sud,Supermarché,Compliant,2,1.0,1,24100,34.29999924,36
1611,Sud,Autre,Non-Compliant,1,1.0,1,23772,4.199999809,45
1613,Nord,Universitaire,Compliant,1,3.0,2,31343,74.69999695,12
1619,Nord,Autre,Compliant,3,1.0,3,55912,74.09999847,20
1620,Nord,Autre,Compliant,2,1.0,2,20294,85.5,59
1621,Nord,Bureau,Compliant,1,1.0,4,40571,53.59999847,33
1622,Nord,Bureau,Compliant,2,1.0,4,41707,42.09999847,33
1623,Nord,Autre,Compliant,3,1.0,2,57644,39.70000076,56
1624,Nord,Industriel,Compliant,2,1.0,2,39497,43.0,61
1634,Centre,Autre,Compliant,1,1.0,1,33087,66.0,84
1637,Nord,Bureau,Compliant,1,1.0,2,27574,43.90000153,34
1643,Nord,Médical,Compliant,2,1.0,5,43661,90.19999695,18
1648,Nord,Bureau,Compliant,1,1.0,3,76105,32.5,29
1653,Nord,Autre,Compliant,3,1.0,2,32009,53.59999847,64
1657,Nord,Médical,Compliant,1,1.0,3,28841,50.59999847,28
1658,Nord,Industriel,Compliant,3,2.0,2,33344,3.799999952,39
1659,Nord,Autre,Compliant,1,2.0,1,30498,79.90000153,11
1664,Sud,Universitaire,Compliant,1,1.0,2,42975,44.79999924,92
1666,Sud,Autre,Compliant,2,1.0,1,23260,69.30000305,53
1668,Sud,Bureau,Compliant,3,1.0,2,30659,72.40000153,28
1669,Centre,Autre,Compliant,1,1.0,2,27144,37.29999924,96
1671,Nord,Médical,Compliant,2,1.0,2,34759,36.59999847,37
1672,Nord,Médical,Compliant,2,8.0,1,415632,204.6999969,50
1675,Nord,Autre,Compliant,3,1.0,2,44719,33.70000076,51
1678,Sud,Supermarché,Compliant,1,1.0,1,21603,270.0,51
1690,Centre,Médical,Compliant,4,1.0,3,591981,173.3999939,52
1691,Sud,Supermarché,Compliant,1,1.0,1,42900,10.10000038,37
1693,Sud,Autre,Compliant,2,1.0,1,26232,118.0,45
1698,Centre,Industriel,Compliant,1,1.0,2,25840,12.10000038,60
1699,Centre,Bureau,Compliant,1,1.0,1,45145,29.0,28
1701,Centre,Bureau,Compliant,2,1.0,5,70332,44.59999847,15
1726,Nord,Supermarché,Compliant,2,1.0,1,45522,269.1000061,22
1727,Nord,Supermarché,Compliant,3,1.0,2,20088,16.70000076,37
1733,Sud,Bureau,Compliant,2,1.0,2,40657,69.5,19
1734,Sud,Industriel,Compliant,2,1.0,1,20200,13.30000019,116
1745,Centre,Universitaire,Compliant,1,1.0,1,44086,82.80000305,112
1746,Centre,Bureau,Compliant,2,1.0,7,54372,25.79999924,46
1753,Centre,Autre,Compliant,2,1.0,1,47699,309.0,65
1754,Centre,Médical,Compliant,2,1.0,0,274568,111.0,71
1755,Centre,Bureau,Compliant,1,1.0,3,21282,63.40000153,60
1757,Sud,Autre,Compliant,1,1.0,2,41022,92.30000305,95
1760,Sud,Autre,Compliant,1,1.0,2,28109,128.5,50
1762,Nord,Bureau,Compliant,2,1.0,3,33580,19.89999962,31
1766,Nord,Industriel,Compliant,1,1.0,1,21936,5.199999809,39
1767,Nord,Autre,Compliant,1,1.0,1,30160,34.70000076,47
1773,Centre,Autre,Compliant,5,1.0,11,111137,96.40000153,107
1777,Sud,Autre,Compliant,3,1.0,1,40189,40.29999924,19
1778,Sud,Bureau,Compliant,3,1.0,2,66484,39.90000153,28
1779,Centre,Bureau,Compliant,1,1.0,3,25151,56.20000076,57
1780,Centre,Détente,Compliant,1,1.0,6,35770,73.80000305,88
1782,Centre,Détente,Compliant,1,1.0,9,48006,67.5,88
1783,Centre,Autre,Compliant,3,1.0,2,29631,151.3000031,56
1784,Centre,Bureau,Compliant,3,1.0,2,23472,71.59999847,27
1785,Centre,Bureau,Compliant,1,1.0,2,21315,136.8999939,43
1806,Centre,Bureau,Compliant,2,1.0,4,57110,59.40000153,32
1811,Centre,Bureau,Compliant,1,1.0,3,34030,51.40000153,37
1817,Sud,Détente,Compliant,2,1.0,2,20398,456.6000061,114
1818,Sud,Supermarché,Compliant,1,1.0,1,41308,39.79999924,64
1839,Centre,Autre,Compliant,4,1.0,3,43878,23.39999962,103
1840,Centre,Autre,Compliant,1,1.0,3,34976,25.0,104
1861,Nord,Industriel,Compliant,1,1.0,1,38255,25.79999924,59
1870,Nord,Bureau,Compliant,2,1.0,3,48924,72.90000153,27
1875,Centre,Bureau,Compliant,1,1.0,4,50333,31.79999924,57
1876,Centre,Bureau,Compliant,2,1.0,4,57432,73.80000305,30
1877,Centre,Bureau,Compliant,2,1.0,3,25912,38.5,47
1878,Centre,Bureau,Compliant,2,1.0,3,57132,59.20000076,16
1884,Sud,Autre,Compliant,2,1.0,2,24224,40.0,59
1885,Sud,Autre,Compliant,1,1.0,1,23706,16.89999962,53
1887,Sud,Industriel,Compliant,2,1.0,1,31900,61.40000153,53
1889,Sud,Autre,Compliant,1,1.0,1,49066,78.30000305,99
1890,Sud,Autre,Compliant,2,1.0,3,30740,42.20000076,64
1893,Sud,Supermarché,Compliant,1,1.0,1,67450,66.5,57
1897,Nord,Industriel,Compliant,1,1.0,1,46970,18.79999924,68
1898,Centre,Industriel,Compliant,5,1.0,1,47554,33.29999924,85
1899,Centre,Bureau,Compliant,1,1.0,2,43016,28.70000076,37
1900,Centre,Autre,Compliant,4,1.0,1,24196,43.59999847,85
1901,Centre,Bureau,Compliant,1,1.0,2,20671,30.89999962,76
1903,Sud,Industriel,Compliant,1,1.0,1,21600,23.10000038,89
1907,Sud,Autre,Compliant,1,1.0,1,35844,24.20000076,39
1908,Nord,Bureau,Compliant,3,1.0,3,31774,48.40000153,100
1922,Sud,Industriel,Compliant,1,1.0,1,26094,27.20000076,63
1923,Sud,Bureau,Compliant,1,1.0,2,23687,45.79999924,33
1924,Sud,Bureau,Compliant,1,1.0,2,24221,59.29999924,33
1925,Centre,Autre,Compliant,3,1.0,2,71919,93.40000153,116
1926,Centre,Bureau,Compliant,2,1.0,2,32027,124.9000015,116
1927,Centre,Bureau,Compliant,2,1.0,3,32160,56.20000076,110
1928,Centre,Autre,Compliant,2,1.0,3,47836,81.69999695,24
1929,Sud,Bureau,Compliant,2,1.0,3,34425,40.40000153,102
1934,Sud,Médical,Compliant,2,1.0,3,40304,97.59999847,32
1939,Sud,Supermarché,Compliant,2,1.0,1,29619,43.20000076,26
1941,Centre,Universitaire,Compliant,1,1.0,2,21592,69.19999695,94
1943,Nord,Universitaire,Compliant,1,1.0,2,23923,33.70000076,85
1944,Centre,Bureau,Compliant,2,1.0,3,25200,72.90000153,109
1945,Centre,Bureau,Non-Compliant,1,1.0,1,45068,6.300000191,69
1946,Centre,Bureau,Compliant,1,1.0,2,28296,49.40000153,53
1949,Centre,Bureau,Compliant,3,1.0,3,31357,64.40000153,17
1950,Sud,Supermarché,Compliant,1,1.0,1,160000,7.199999809,48
1951,Sud,Industriel,Compliant,1,1.0,1,53550,85.69999695,56
1952,Sud,Industriel,Compliant,2,1.0,1,38412,40.70000076,92
1953,Sud,Industriel,Compliant,1,1.0,1,25881,21.10000038,86
1960,Sud,Bureau,Compliant,1,1.0,1,24291,27.29999924,63
1961,Sud,Industriel,Compliant,1,1.0,1,36544,34.70000076,50
1963,Sud,Industriel,Compliant,1,1.0,1,20796,63.70000076,67
1964,Sud,Supermarché,Compliant,2,1.0,1,21349,30.89999962,69
1965,Sud,Industriel,Compliant,1,1.0,1,38630,10.80000019,80
1966,Sud,Industriel,Compliant,2,1.0,1,20724,88.40000153,66
1967,Sud,Autre,Compliant,2,1.0,1,24109,196.8999939,56
1968,Sud,Industriel,Compliant,2,1.0,1,25375,158.3999939,61
1969,Sud,Industriel,Compliant,2,1.0,1,22803,33.5,31
1970,Sud,Autre,Compliant,2,1.0,1,23100,187.1999969,31
1971,Sud,Industriel,Compliant,1,1.0,1,41550,15.5,65
1972,Sud,Autre,Compliant,1,1.0,2,54170,107.1999969,22
1974,Sud,Universitaire,Compliant,1,1.0,2,42252,52.20000076,104
1975,Sud,Industriel,Compliant,1,1.0,1,23100,37.09999847,61
1976,Sud,Autre,Compliant,2,1.0,3,22895,19.20000076,35
1988,Nord,Industriel,Compliant,1,1.0,6,48179,16.5,10
1991,Centre,Industriel,Compliant,1,1.0,1,52325,15.5,79
1992,Centre,Autre,Compliant,1,1.0,4,20600,13.10000038,96
1994,Sud,Supermarché,Compliant,1,1.0,1,25880,6.300000191,72
1995,Sud,Industriel,Compliant,2,1.0,1,45842,11.39999962,56
1996,Sud,Autre,Compliant,1,1.0,1,31365,20.79999924,44
1997,Sud,Autre,Compliant,1,1.0,1,32100,23.60000038,106
1998,Sud,Industriel,Compliant,2,1.0,1,20520,56.90000153,50
1999,Sud,Industriel,Compliant,1,1.0,1,22972,21.60000038,71
2000,Sud,Industriel,Compliant,2,1.0,1,24990,16.20000076,63
2001,Sud,Supermarché,Compliant,2,1.0,2,24000,47.79999924,65
2002,Sud,Industriel,Compliant,2,1.0,1,100386,36.09999847,53
2003,Sud,Supermarché,Compliant,2,1.0,1,24354,30.20000076,50
2004,Sud,Supermarché,Compliant,2,1.0,1,33600,25.20000076,57
2005,Sud,Autre,Compliant,1,1.0,1,20819,81.40000153,42
2006,Sud,Industriel,Compliant,2,1.0,1,23296,61.40000153,49
2007,Sud,Autre,Compliant,4,1.0,1,35222,51.40000153,62
2008,Sud,Industriel,Compliant,1,1.0,1,25520,63.90000153,59
2019,Sud,Autre,Compliant,1,1.0,1,25460,101.5,64
2024,Nord,Bureau,Compliant,1,1.0,2,24291,37.90000153,42
2025,Nord,Supermarché,Compliant,1,1.0,2,20738,25.39999962,58
2027,Nord,Autre,Compliant,2,1.0,4,30948,39.20000076,16
2029,Nord,Médical,Compliant,1,1.0,2,28385,129.0,30
2034,Sud,Industriel,Compliant,2,1.0,1,21755,42.09999847,38
2035,Sud,Autre,Compliant,1,1.0,1,27933,219.3999939,56
2036,Sud,Bureau,Compliant,2,1.0,1,23143,49.29999924,33
2037,Sud,Bureau,Compliant,2,1.0,1,28800,58.29999924,54
2038,Sud,Industriel,Compliant,1,1.0,1,39600,10.19999981,64
2039,Sud,Industriel,Compliant,1,1.0,1,39600,11.80000019,64
2040,Sud,Supermarché,Compliant,1,1.0,1,41248,26.79999924,79
2041,Sud,Autre,Compliant,2,1.0,1,36400,43.09999847,7
2043,Sud,Autre,Compliant,1,1.0,1,31332,114.0,96
2045,Sud,Autre,Compliant,1,1.0,2,35864,34.20000076,68
2049,Sud,Autre,Compliant,1,1.0,1,20484,40.20000076,62
2050,Nord,Médical,Compliant,1,1.0,4,45264,85.09999847,32
2051,Nord,Médical,Compliant,1,2.0,4,36932,102.1999969,29
2053,Centre,Autre,Compliant,1,1.0,4,45082,94.5,43
2054,Nord,Autre,Compliant,1,0.0,2,41600,28.70000076,65
2056,Centre,Bureau,Compliant,1,1.0,2,34110,75.19999695,56
2066,Sud,Industriel,Compliant,2,1.0,1,23750,25.0,46
2067,Sud,Industriel,Compliant,2,1.0,1,43390,12.30000019,46
2068,Sud,Industriel,Compliant,1,1.0,1,35400,11.89999962,57
2069,Sud,Supermarché,Compliant,2,1.0,1,28144,30.39999962,50
2070,Sud,Industriel,Compliant,2,1.0,3,71283,34.90000153,100
2071,Sud,Industriel,Compliant,2,1.0,1,23792,119.9000015,27
2072,Sud,Bureau,Compliant,2,1.0,2,47368,22.0,37
2073,Sud,Autre,Compliant,3,1.0,1,46183,40.90000153,85
2074,Centre,Bureau,Compliant,2,1.0,5,72613,52.20000076,32
2078,Sud,Médical,Compliant,2,1.0,2,38352,76.69999695,26
2080,Sud,Autre,Compliant,3,1.0,1,28425,75.19999695,21
2084,Nord,Autre,Compliant,1,1.0,3,35115,54.79999924,7
2086,Nord,Autre,Compliant,5,1.0,1,66704,9.0,44
2087,Nord,Industriel,Compliant,2,1.0,1,25658,41.5,47
2092,Centre,Bureau,Compliant,2,1.0,2,36000,29.10000038,109
2095,Centre,Autre,Compliant,2,1.0,1,36000,64.59999847,103
2096,Centre,Industriel,Compliant,1,1.0,2,43200,44.70000076,101
2097,Centre,Bureau,Compliant,2,1.0,4,53840,68.0,103
2098,Sud,Supermarché,Compliant,2,1.0,1,43794,26.60000038,41
2099,Sud,Industriel,Compliant,2,1.0,1,48280,56.0,48
2100,Sud,Supermarché,Compliant,2,1.0,1,36040,10.10000038,62
2101,Nord,Supermarché,Compliant,2,1.0,1,32822,252.3000031,51
2104,Nord,Autre,Compliant,1,1.0,2,20385,39.70000076,66
2105,Nord,Autre,Compliant,1,1.0,1,24295,8.899999619,70
2106,Nord,Bureau,Compliant,1,1.0,2,20317,30.60000038,49
2109,Nord,Supermarché,Compliant,1,1.0,1,24377,404.1000061,43
2114,Nord,Autre,Compliant,1,1.0,1,33392,83.5,30
2115,Nord,Supermarché,Compliant,1,0.0,1,45155,147.8000031,30
2119,Sud,Industriel,Compliant,1,1.0,1,32000,68.19999695,50
2120,Sud,Industriel,Compliant,1,1.0,1,44000,94.69999695,46
2121,Sud,Industriel,Compliant,1,1.0,1,36000,77.0,43
2122,Sud,Industriel,Compliant,2,1.0,1,31360,43.59999847,37
2123,Sud,Industriel,Compliant,2,1.0,1,33320,70.0,37
2124,Sud,Industriel,Compliant,1,1.0,1,48020,49.70000076,37
2125,Sud,Industriel,Compliant,1,1.0,1,27420,42.20000076,37
2129,Centre,Universitaire,Non-Compliant,1,1.0,2,24152,6.699999809,87
2131,Nord,Universitaire,Compliant,1,1.0,2,43645,55.5,67
2133,Nord,Supermarché,Compliant,1,1.0,1,26853,68.69999695,64
2134,Centre,Autre,Compliant,1,1.0,4,44775,21.20000076,107
2138,Sud,Autre,Compliant,4,2.0,1,27760,75.09999847,100
2139,Sud,Autre,Compliant,3,1.0,1,20975,16.70000076,79
2140,Sud,Autre,Compliant,1,1.0,1,26075,61.70000076,98
2141,Sud,Industriel,Compliant,2,1.0,1,29394,32.09999847,24
2143,Sud,Industriel,Compliant,2,1.0,2,20400,21.5,90
2144,Sud,Bureau,Compliant,1,1.0,1,20460,44.20000076,90
2145,Sud,Industriel,Compliant,1,1.0,2,25821,8.100000381,91
2146,Sud,Industriel,Compliant,1,1.0,2,21870,49.09999847,61
2147,Sud,Industriel,Compliant,1,3.0,1,51664,68.30000305,28
2148,Sud,Médical,Compliant,1,1.0,1,43615,71.90000153,46
2149,Sud,Bureau,Compliant,1,1.0,3,36879,67.90000153,46
2150,Sud,Autre,Compliant,2,1.0,2,28531,123.5,14
2151,Sud,Industriel,Compliant,1,1.0,2,36600,7.099999905,34
2152,Sud,Autre,Compliant,2,1.0,5,35176,35.0,12
2157,Nord,Universitaire,Compliant,2,1.0,2,41293,68.59999847,76
2159,Sud,Industriel,Compliant,2,1.0,1,48890,43.0,75
2160,Sud,Bureau,Compliant,1,1.0,3,43473,101.5999985,16
2162,Sud,Supermarché,Compliant,1,1.0,1,40265,91.69999695,26
2163,Sud,Supermarché,Compliant,1,1.0,1,26208,49.59999847,11
2166,Sud,Autre,Compliant,6,0.0,2,27227,204.8000031,41
2167,Nord,Autre,Compliant,6,1.0,1,42172,77.30000305,90
2168,Centre,Bureau,Compliant,1,1.0,5,32250,24.70000076,106
2170,Nord,Supermarché,Compliant,1,1.0,1,51000,25.5,63
2182,Sud,Autre,Compliant,3,1.0,1,27000,8.5,100
2183,Sud,Autre,Compliant,3,1.0,2,20747,48.29999924,81
2184,Sud,Industriel,Compliant,2,1.0,2,40800,20.0,88
2185,Centre,Bureau,Compliant,1,1.0,2,20150,28.60000038,96
2186,Centre,Bureau,Compliant,1,1.0,7,36000,53.40000153,107
2187,Centre,Industriel,Compliant,3,1.0,2,41276,60.59999847,78
2188,Sud,Industriel,Compliant,2,0.0,2,24430,50.59999847,79
2189,Sud,Autre,Non-Compliant,2,1.0,3,27690,0.699999988,106
2190,Sud,Bureau,Compliant,1,1.0,1,22580,41.09999847,89
2192,Centre,Industriel,Compliant,1,1.0,1,20000,37.20000076,90
2193,Centre,Industriel,Compliant,2,1.0,1,42000,49.29999924,62
2199,Centre,Industriel,Compliant,2,1.0,1,24248,5.300000191,54
2202,Nord,Médical,Compliant,1,1.0,6,244500,45.09999847,7
2205,Sud,Industriel,Compliant,1,1.0,1,24617,4.699999809,84
2206,Sud,Autre,Compliant,2,1.0,3,127065,76.59999847,7
2207,Sud,Supermarché,Compliant,1,1.0,1,37247,46.90000153,52
2212,Nord,Supermarché,Compliant,1,1.0,1,25384,129.0,23
2214,Sud,Bureau,Compliant,2,0.0,3,49052,34.0,106
2215,Sud,Industriel,Compliant,1,1.0,2,52110,18.29999924,116
2216,Sud,Bureau,Non-Compliant,2,1.0,2,20970,9.800000191,106
2217,Sud,Bureau,Compliant,2,1.0,2,39036,37.09999847,79
2218,Sud,Bureau,Compliant,3,1.0,1,26310,22.79999924,93
2222,Sud,Supermarché,Compliant,2,1.0,1,37883,232.1999969,50
2225,Sud,Universitaire,Compliant,1,1.0,3,29874,40.59999847,54
2227,Centre,Autre,Compliant,2,1.0,1,20140,45.09999847,51
2228,Nord,Industriel,Compliant,1,1.0,2,71874,17.29999924,26
2231,Centre,Bureau,Compliant,1,1.0,2,39953,50.09999847,45
2234,Centre,Supermarché,Compliant,2,1.0,2,21200,79.09999847,18
2235,Centre,Supermarché,Compliant,2,1.0,1,30630,196.0,36
2236,Centre,Supermarché,Compliant,2,1.0,2,23421,81.0,36
2240,Nord,Autre,Compliant,1,1.0,2,24120,37.0,88
2241,Nord,Autre,Compliant,2,1.0,3,35736,32.09999847,87
2244,Sud,Industriel,Compliant,1,1.0,1,51050,24.39999962,75
2245,Sud,Supermarché,Compliant,1,1.0,2,21900,59.5,62
2246,Sud,Supermarché,Compliant,1,1.0,1,16300,2.299999952,64
2247,Sud,Industriel,Compliant,1,1.0,1,33462,41.40000153,52
2248,Sud,Autre,Compliant,3,1.0,1,35310,45.59999847,64
2252,Sud,Autre,Compliant,1,1.0,3,36140,134.0,54
2253,Centre,Autre,Compliant,2,1.0,2,47963,275.3999939,25
2254,Centre,Industriel,Compliant,2,1.0,1,23903,18.20000076,86
2255,Nord,Industriel,Compliant,1,1.0,3,22522,24.89999962,69
2256,Nord,Industriel,Compliant,1,1.0,4,38959,23.20000076,20
2259,Sud,Industriel,Compliant,3,1.0,2,25955,46.90000153,88
2278,Nord,Autre,Compliant,1,1.0,2,21936,27.79999924,65
2280,Nord,Autre,Compliant,1,1.0,1,25406,96.09999847,56
2289,Sud,Bureau,Compliant,1,1.0,2,23250,41.09999847,49
2292,Sud,Industriel,Compliant,2,1.0,1,30000,93.19999695,56
2293,Sud,Industriel,Compliant,3,1.0,1,45036,42.70000076,54
2314,Centre,Autre,Compliant,3,1.0,39,1074552,43.0,7
2324,Nord,Universitaire,Compliant,2,1.0,2,122679,159.0,57
2328,Nord,Bureau,Compliant,1,1.0,4,23022,44.59999847,36
2330,Sud,Industriel,Compliant,3,1.0,1,27263,90.80000305,49
2331,Sud,Industriel,Compliant,1,1.0,1,31569,92.80000305,54
2332,Sud,Industriel,Compliant,1,1.0,1,22509,7.900000095,60
2333,Sud,Industriel,Compliant,2,1.0,1,39984,26.79999924,60
2342,Centre,Autre,Compliant,1,1.0,1,26440,27.20000076,110
2357,Centre,Industriel,Compliant,1,1.0,2,28800,39.70000076,60
2359,Centre,Universitaire,Compliant,1,4.0,2,28500,37.40000153,7
2379,Centre,Détente,Compliant,2,1.0,2,26519,140.1999969,38
2380,Centre,Autre,Compliant,3,1.0,2,34639,359.7000122,28
2381,Centre,Autre,Compliant,1,1.0,2,26300,134.5,95
2382,Centre,Détente,Compliant,1,0.0,2,34072,193.3000031,54
2383,Centre,Bureau,Compliant,1,1.0,3,23355,38.40000153,67
2384,Centre,Bureau,Compliant,2,1.0,4,30840,116.4000015,51
2385,Nord,Autre,Compliant,1,1.0,1,20332,19.29999924,70
2392,Centre,Autre,Compliant,1,1.0,1,21850,14.5,116
2394,Nord,Autre,Compliant,4,1.0,4,32282,55.0,19
