,Zone,Utilisation,Conformité,NombreUtilisations,NombreBatiments,NombreEtages,SurfacePlancherTotal,ConsoSite/S(kBtu/sf),AgeBatiment
2398,Centre,Bureau,Compliant,4,1.0,13,307557,40.79999924,33
2402,Nord,Industriel,Compliant,1,1.0,2,28309,15.19999981,98
2403,Centre,Détente,Compliant,1,1.0,4,45500,61.5,102
2404,Centre,Bureau,Compliant,2,1.0,5,38376,65.0,116
2406,Centre,Bureau,Compliant,2,1.0,4,42804,50.29999924,116
2407,Centre,Autre,Compliant,4,0.0,5,57600,138.0,11
2409,Centre,Bureau,Compliant,4,1.0,4,33300,38.70000076,116
2410,Centre,Détente,Non-Compliant,1,1.0,3,25450,19.79999924,116
2411,Centre,Autre,Compliant,1,1.0,3,22200,8.5,116
2412,Centre,Industriel,Compliant,2,1.0,2,29498,130.3999939,48
2413,Nord,Industriel,Compliant,1,1.0,1,23050,20.20000076,78
2414,Nord,Bureau,Compliant,1,1.0,4,48350,72.19999695,8
2415,Nord,Supermarché,Compliant,1,1.0,1,46059,34.40000153,86
2432,Nord,Médical,Compliant,1,1.0,2,23595,34.59999847,46
2438,Centre,Bureau,Compliant,1,1.0,3,28142,30.10000038,116
2439,Centre,Bureau,Compliant,3,1.0,3,28760,107.5,116
2440,Centre,Bureau,Compliant,2,1.0,4,39030,18.39999962,114
2441,Centre,Bureau,Compliant,2,0.0,3,47215,45.5,107
2442,Centre,Autre,Compliant,2,1.0,2,61580,115.8000031,90
2443,Centre,Bureau,Compliant,2,1.0,3,30720,41.90000153,99
2444,Centre,Autre,Compliant,3,1.0,2,20640,19.29999924,100
2445,Centre,Autre,Compliant,3,1.0,2,34914,42.40000153,104
2446,Centre,Bureau,Compliant,3,1.0,3,20897,56.59999847,110
2447,Centre,Supermarché,Compliant,1,1.0,2,36940,9.100000381,100
2448,Centre,Bureau,Compliant,1,1.0,3,22866,50.5,103
2449,Centre,Supermarché,Compliant,2,1.0,1,30240,38.40000153,96
2450,Centre,Autre,Non-Compliant,2,1.0,3,32100,3.400000095,106
2454,Nord,Autre,Compliant,1,1.0,2,28586,187.8999939,54
2457,Centre,Détente,Compliant,2,1.0,3,28800,161.3000031,108
2459,Centre,Détente,Compliant,1,1.0,3,28800,31.20000076,103
2460,Centre,Bureau,Compliant,2,1.0,3,35202,108.0999985,37
2467,Centre,Médical,Compliant,2,1.0,6,95117,104.3000031,47
2469,Centre,Autre,Compliant,1,1.0,2,24600,13.5,106
2471,Centre,Autre,Compliant,3,1.0,1,48850,28.89999962,116
2482,Sud,Médical,Compliant,1,0.0,3,54863,18.60000038,55
2489,Sud,Industriel,Compliant,3,1.0,1,25000,79.59999847,52
2490,Sud,Industriel,Compliant,2,1.0,1,25000,11.5,56
2491,Sud,Autre,Compliant,1,1.0,1,22622,33.70000076,89
2492,Centre,Bureau,Compliant,2,1.0,3,27544,46.09999847,99
2506,Centre,Bureau,Compliant,4,1.0,7,47415,43.40000153,27
2512,Centre,Autre,Compliant,1,1.0,3,22960,98.69999695,55
2514,Centre,Supermarché,Compliant,2,1.0,1,44739,326.0,18
2518,Nord,Autre,Compliant,5,1.0,1,22778,56.5,68
2519,Nord,Autre,Compliant,2,1.0,2,21562,40.40000153,60
2521,Centre,Autre,Compliant,1,1.0,1,25753,53.5,57
2522,Centre,Autre,Compliant,1,1.0,3,71280,319.3999939,88
2524,Centre,Médical,Compliant,3,1.0,16,153312,93.0,53
2530,Centre,Autre,Compliant,4,1.0,19,1206670,54.59999847,7
2535,Sud,Autre,Compliant,2,1.0,1,24200,34.20000076,48
2540,Centre,Universitaire,Compliant,5,1.0,4,23513,81.69999695,35
2547,Sud,Industriel,Compliant,1,1.0,3,66610,9.600000381,22
2548,Sud,Autre,Compliant,2,1.0,1,36000,103.0,66
2559,Nord,Universitaire,Compliant,1,1.0,2,23222,81.30000305,78
2562,Centre,Autre,Compliant,6,1.0,2,24476,111.4000015,92
2564,Centre,Supermarché,Compliant,3,0.0,2,24750,34.70000076,106
2567,Centre,Universitaire,Compliant,1,1.0,3,60000,74.30000305,112
2568,Centre,Autre,Compliant,1,1.0,2,46560,14.80000019,62
2575,Centre,Autre,Compliant,2,1.0,3,30408,57.59999847,36
2579,Centre,Bureau,Compliant,2,1.0,3,30109,51.59999847,96
2583,Centre,Bureau,Compliant,1,1.0,2,25481,36.0,56
2584,Sud,Médical,Compliant,1,1.0,1,141297,137.5,49
2593,Centre,Bureau,Compliant,2,1.0,2,27788,56.59999847,104
2603,Nord,Détente,Compliant,1,1.0,4,41704,46.59999847,26
2606,Sud,Industriel,Compliant,1,1.0,2,22324,28.0,75
2607,Sud,Autre,Compliant,1,1.0,2,31360,53.90000153,70
2608,Sud,Autre,Compliant,3,1.0,1,30496,61.09999847,69
2614,Centre,Bureau,Compliant,2,1.0,3,27600,48.0,94
2623,Nord,Médical,Compliant,1,1.0,2,55974,109.5999985,55
2628,Nord,Médical,Compliant,1,1.0,1,22583,87.69999695,62
2631,Nord,Bureau,Compliant,4,0.0,3,31686,72.80000305,19
2632,Nord,Bureau,Compliant,2,1.0,3,26694,28.89999962,35
2636,Nord,Industriel,Compliant,1,1.0,1,29400,9.100000381,44
2637,Sud,Détente,Compliant,1,1.0,3,22452,55.40000153,24
2642,Nord,Autre,Compliant,1,1.0,2,25767,90.69999695,104
2643,Nord,Supermarché,Compliant,2,1.0,4,33910,62.79999924,63
2644,Nord,Autre,Compliant,4,1.0,2,78401,31.39999962,89
2654,Nord,Industriel,Compliant,4,1.0,2,78716,52.09999847,37
2655,Nord,Universitaire,Compliant,1,1.0,2,33300,51.90000153,106
2656,Nord,Supermarché,Compliant,1,1.0,1,28808,296.2000122,59
2667,Nord,Bureau,Compliant,2,1.0,1,27966,52.5,59
2668,Nord,Supermarché,Compliant,2,1.0,1,26226,293.7999878,66
2671,Nord,Autre,Compliant,2,1.0,2,34948,60.5,40
2680,Centre,Bureau,Compliant,2,1.0,3,37639,221.3999939,18
2683,Centre,Autre,Compliant,5,1.0,1,21420,41.70000076,116
2684,Centre,Bureau,Compliant,1,1.0,1,20880,32.70000076,116
2686,Centre,Autre,Compliant,2,1.0,3,26000,40.90000153,50
2687,Centre,Bureau,Compliant,2,1.0,3,38675,118.4000015,116
2688,Centre,Bureau,Compliant,2,1.0,4,49951,91.59999847,87
2691,Sud,Médical,Compliant,1,1.0,2,25880,75.0,6
2695,Nord,Autre,Compliant,2,1.0,3,41013,31.39999962,89
2697,Nord,Autre,Compliant,2,1.0,2,21075,75.0,12
2699,Nord,Autre,Compliant,1,1.0,3,46485,24.20000076,66
2704,Nord,Bureau,Compliant,2,1.0,4,56896,34.40000153,51
2706,Nord,Autre,Compliant,1,1.0,2,27500,21.0,38
2707,Centre,Bureau,Compliant,2,1.0,2,36630,16.39999962,86
2708,Centre,Bureau,Compliant,2,0.0,3,26830,78.19999695,116
2709,Centre,Bureau,Compliant,1,1.0,5,41920,26.29999924,110
2710,Centre,Bureau,Compliant,1,1.0,5,36879,34.90000153,111
2711,Centre,Autre,Compliant,1,1.0,6,29820,53.70000076,112
2715,Centre,Bureau,Compliant,1,0.0,2,33640,39.5,111
2716,Centre,Industriel,Compliant,3,1.0,4,43484,36.0,110
2720,Centre,Autre,Compliant,3,1.0,3,22480,34.09999847,116
2721,Centre,Détente,Compliant,2,1.0,4,33018,165.5,91
2723,Centre,Bureau,Compliant,1,1.0,2,26510,32.0,46
2737,Nord,Industriel,Compliant,3,1.0,1,40028,19.0,78
2738,Nord,Bureau,Compliant,2,1.0,3,44510,83.30000305,9
2739,Nord,Autre,Compliant,1,1.0,1,21624,30.79999924,62
2747,Centre,Bureau,Compliant,2,0.0,3,21600,71.30000305,23
2748,Centre,Autre,Compliant,3,1.0,3,20620,36.20000076,107
2751,Centre,Détente,Compliant,1,1.0,5,40552,29.60000038,106
2759,Centre,Bureau,Compliant,3,1.0,3,31432,45.79999924,107
2761,Centre,Supermarché,Compliant,2,1.0,2,24550,39.79999924,99
2770,Centre,Autre,Compliant,2,1.0,3,25864,47.20000076,108
2774,Nord,Autre,Compliant,1,1.0,3,20686,58.40000153,92
2775,Nord,Universitaire,Compliant,1,1.0,3,22124,28.79999924,87
2778,Nord,Universitaire,Compliant,1,1.0,3,27487,58.0,90
2779,Nord,Universitaire,Compliant,1,1.0,4,23616,70.09999847,90
2781,Nord,Universitaire,Compliant,1,1.0,3,33448,29.89999962,40
2782,Centre,Autre,Compliant,6,0.0,2,29508,99.19999695,11
2783,Centre,Médical,Compliant,1,1.0,2,74840,110.5,29
2784,Centre,Autre,Compliant,3,1.0,3,20992,80.09999847,103
2785,Centre,Universitaire,Compliant,1,1.0,2,22344,68.09999847,91
2789,Centre,Universitaire,Compliant,1,1.0,3,31900,94.80000305,95
2790,Nord,Autre,Compliant,4,1.0,2,29417,54.90000153,66
2791,Centre,Autre,Compliant,3,1.0,3,49299,89.19999695,107
2795,Sud,Supermarché,Compliant,2,1.0,1,31841,412.7000122,19
2798,Centre,Autre,Compliant,5,1.0,2,21036,130.1000061,28
2800,Nord,Autre,Compliant,4,1.0,2,32928,172.1000061,17
2801,Nord,Autre,Non-Compliant,1,1.0,2,20039,5.199999809,62
2803,Sud,Industriel,Compliant,1,1.0,1,44476,33.20000076,56
2804,Sud,Bureau,Compliant,3,1.0,1,35017,43.20000076,47
2805,Nord,Universitaire,Compliant,1,1.0,3,29084,62.79999924,66
2815,Sud,Autre,Compliant,2,1.0,2,22952,20.5,53
2829,Sud,Industriel,Compliant,1,1.0,1,21040,28.10000038,40
2830,Sud,Industriel,Compliant,1,1.0,2,28032,44.0,65
2831,Sud,Supermarché,Compliant,1,1.0,1,25620,21.5,42
2832,Centre,Industriel,Compliant,1,1.0,3,33238,49.09999847,24
2833,Centre,Universitaire,Compliant,1,1.0,4,27800,106.5,104
2835,Centre,Bureau,Compliant,3,1.0,6,706176,58.20000076,16
2839,Sud,Supermarché,Compliant,1,1.0,1,33706,273.7000122,18
2841,Nord,Autre,Compliant,3,1.0,2,37600,57.79999924,55
2862,Centre,Autre,Compliant,1,1.0,3,33708,23.29999924,104
2881,Nord,Autre,Compliant,1,1.0,2,47237,125.5,68
2896,Nord,Supermarché,Compliant,2,1.0,1,76585,335.5,19
2897,Nord,Autre,Compliant,1,1.0,3,26373,36.59999847,78
2901,Centre,Bureau,Compliant,4,6.0,2,75868,47.5,60
2904,Centre,Autre,Compliant,5,1.0,2,21656,74.30000305,69
2912,Centre,Supermarché,Compliant,1,1.0,3,23040,18.29999924,95
2913,Centre,Autre,Compliant,1,1.0,2,36771,156.3000031,60
2916,Sud,Industriel,Compliant,2,1.0,1,24024,15.60000038,39
2917,Sud,Industriel,Compliant,3,1.0,1,42420,22.79999924,63
2918,Sud,Supermarché,Compliant,2,1.0,1,36982,10.10000038,37
2919,Sud,Industriel,Compliant,3,1.0,2,23400,18.79999924,52
2924,Centre,Autre,Compliant,3,1.0,2,30720,57.79999924,68
2926,Sud,Industriel,Compliant,1,1.0,1,23232,5.5,44
2927,Sud,Industriel,Compliant,1,1.0,1,35046,32.70000076,42
2928,Sud,Industriel,Compliant,3,1.0,1,25577,35.0,55
2929,Sud,Industriel,Compliant,1,1.0,1,43380,9.5,42
2930,Nord,Bureau,Compliant,1,1.0,3,20410,133.3000031,21
2938,Nord,Bureau,Compliant,2,1.0,3,24696,33.90000153,33
2945,Nord,Autre,Compliant,1,1.0,1,24955,27.60000038,14
2962,Centre,Autre,Compliant,1,1.0,3,34074,250.1000061,25
2963,Centre,Détente,Compliant,2,0.0,10,392552,88.0,10
2981,Nord,Autre,Compliant,2,1.0,2,76475,23.10000038,55
2982,Nord,Universitaire,Compliant,1,1.0,2,32961,47.70000076,28
2985,Nord,Autre,Compliant,2,1.0,1,27376,84.59999847,12
2995,Centre,Autre,Compliant,1,1.0,3,25200,49.29999924,105
2996,Nord,Supermarché,Compliant,1,1.0,1,44755,245.1999969,20
2997,Centre,Autre,Compliant,1,1.0,2,22320,9.399999619,109
2998,Centre,Autre,Compliant,3,1.0,3,24000,38.79999924,104
2999,Centre,Bureau,Compliant,1,1.0,3,23422,115.4000015,96
3000,Centre,Autre,Compliant,1,5.0,2,38879,86.69999695,41
3003,Centre,Autre,Compliant,3,1.0,5,53034,92.30000305,18
3009,Centre,Industriel,Compliant,1,1.0,2,23040,3.5,96
3012,Centre,Industriel,Compliant,1,1.0,2,61880,9.600000381,58
3014,Centre,Bureau,Compliant,2,1.0,2,27938,37.90000153,91
3019,Nord,Autre,Compliant,2,1.0,2,21600,38.40000153,92
3020,Nord,Autre,Compliant,1,1.0,3,27908,92.69999695,87
3024,Centre,Supermarché,Compliant,1,1.0,3,54969,67.69999695,16
3025,Centre,Universitaire,Compliant,4,1.0,2,36825,27.20000076,65
3028,Centre,Bureau,Compliant,1,1.0,3,25834,65.19999695,58
3032,Centre,Autre,Compliant,1,1.0,1,37700,66.69999695,87
3041,Centre,Autre,Compliant,3,1.0,6,97229,16.39999962,12
3045,Nord,Bureau,Compliant,3,1.0,3,25111,43.20000076,34
3057,Nord,Autre,Compliant,1,1.0,2,31805,51.59999847,63
3058,Nord,Universitaire,Compliant,1,1.0,1,20811,60.90000153,63
3060,Centre,Industriel,Compliant,2,1.0,2,22058,99.69999695,49
3063,Sud,Industriel,Compliant,2,1.0,1,22890,215.8999939,46
3064,Sud,Autre,Compliant,1,1.0,5,36000,30.89999962,109
3065,Sud,Supermarché,Compliant,2,1.0,1,28320,149.6000061,45
3072,Nord,Autre,Compliant,1,1.0,1,29079,29.60000038,61
3073,Centre,Bureau,Compliant,2,1.0,3,28848,37.79999924,34
3076,Nord,Bureau,Compliant,2,1.0,2,20535,84.19999695,28
3077,Nord,Médical,Compliant,2,1.0,2,43025,218.3000031,31
3079,Sud,Industriel,Compliant,1,1.0,1,30800,15.80000019,51
3087,Centre,Autre,Compliant,2,1.0,3,22168,80.5,116
3088,Centre,Industriel,Compliant,3,1.0,1,37400,24.70000076,94
3094,Centre,Bureau,Compliant,1,1.0,11,268130,56.0,16
3095,Centre,Bureau,Compliant,2,1.0,11,68452,55.29999924,16
3096,Centre,Bureau,Compliant,1,1.0,11,273185,52.20000076,16
3097,Nord,Universitaire,Compliant,1,1.0,3,97500,38.29999924,92
3098,Centre,Bureau,Compliant,1,1.0,5,54015,55.90000153,34
3105,Centre,Détente,Compliant,4,1.0,13,42000,148.0,31
3108,Centre,Bureau,Compliant,2,0.0,24,119701,70.0,34
3109,Nord,Autre,Compliant,2,1.0,1,24697,64.69999695,51
3110,Centre,Universitaire,Compliant,1,2.0,1,57468,52.29999924,3
3111,Centre,Universitaire,Compliant,1,1.0,5,84000,144.5,10
3114,Centre,Supermarché,Compliant,1,1.0,3,103000,50.59999847,25
3115,Sud,Supermarché,Compliant,1,1.0,1,37864,212.0,8
3116,Centre,Supermarché,Compliant,1,1.0,2,66497,139.6999969,66
3117,Centre,Supermarché,Compliant,1,1.0,4,34010,92.69999695,10
3118,Centre,Supermarché,Compliant,1,1.0,4,45980,180.6000061,10
3121,Centre,Supermarché,Compliant,1,0.0,3,45743,117.4000015,20
3123,Centre,Autre,Compliant,2,1.0,1,45000,77.90000153,25
3124,Centre,Autre,Compliant,2,1.0,6,333698,41.09999847,17
3125,Sud,Industriel,Compliant,1,1.0,4,72859,20.60000038,112
3129,Sud,Autre,Compliant,3,1.0,3,21947,57.79999924,12
3130,Nord,Industriel,Compliant,2,1.0,0,384772,36.70000076,76
3131,Nord,Médical,Compliant,1,1.0,0,30287,78.19999695,56
3132,Nord,Bureau,Compliant,1,1.0,0,21931,124.0,56
3133,Centre,Bureau,Compliant,2,1.0,6,73102,46.5,31
3134,Centre,Autre,Compliant,5,1.0,2,140823,19.70000076,100
3136,Sud,Autre,Compliant,4,5.0,1,87458,96.90000153,50
3141,Nord,Supermarché,Compliant,2,1.0,1,51400,225.6999969,5
3144,Nord,Bureau,Compliant,1,1.0,1,26263,62.20000076,23
3152,Sud,Autre,Non-Compliant,1,1.0,2,39212,1.799999952,110
3155,Centre,Autre,Compliant,3,0.0,1,21400,249.3000031,48
3156,Centre,Médical,Compliant,1,1.0,8,178000,292.2000122,16
3158,Sud,Bureau,Compliant,2,1.0,4,162157,251.6000061,11
3160,Centre,Supermarché,Compliant,2,1.0,4,33997,262.6000061,13
3162,Centre,Bureau,Compliant,3,1.0,11,526423,42.79999924,4
3163,Centre,Autre,Compliant,3,1.0,6,74211,21.5,114
3165,Sud,Industriel,Compliant,1,1.0,2,45700,5.300000191,28
3168,Nord,Autre,Compliant,1,8.0,0,502030,32.70000076,87
3171,Nord,Autre,Compliant,1,1.0,2,53575,593.5999756,4
3173,Sud,Bureau,Compliant,1,1.0,6,157345,73.90000153,4
3175,Nord,Universitaire,Compliant,1,1.0,5,136758,30.29999924,4
3176,Nord,Universitaire,Compliant,2,1.0,7,192259,44.90000153,4
3178,Sud,Autre,Compliant,1,2.0,2,137138,39.5,4
3182,Centre,Autre,Compliant,2,1.0,7,267470,159.1999969,4
3187,Nord,Médical,Compliant,1,1.0,8,330000,239.1999969,3
3192,Centre,Supermarché,Compliant,3,1.0,3,43832,92.19999695,98
3193,Sud,Autre,Compliant,1,1.0,6,146363,80.09999847,29
3198,Sud,Supermarché,Compliant,1,1.0,1,67263,218.5,5
3199,Centre,Bureau,Compliant,5,1.0,13,354086,56.70000076,28
3201,Nord,Autre,Compliant,1,1.0,2,70292,27.5,8
3203,Centre,Autre,Compliant,2,1.0,7,90679,694.7000122,41
3205,Centre,Médical,Compliant,3,0.0,8,339591,240.8999939,3
3214,Centre,Universitaire,Compliant,1,1.0,2,35780,76.59999847,2
3216,Centre,Bureau,Compliant,2,1.0,3,105061,16.29999924,3
3218,Centre,Bureau,Compliant,1,1.0,3,62662,53.20000076,3
3221,Nord,Détente,Compliant,3,1.0,4,62381,58.0,3
3228,Centre,Médical,Compliant,2,1.0,6,79805,94.40000153,3
3230,Nord,Universitaire,Compliant,1,1.0,2,48925,26.20000076,2
3232,Centre,Autre,Compliant,1,0.0,1,29000,83.40000153,54
3233,Nord,Autre,Compliant,2,1.0,6,305025,76.59999847,3
3235,Sud,Bureau,Compliant,2,1.0,7,333714,23.89999962,2
3240,Sud,Autre,Compliant,2,1.0,2,56988,22.20000076,2
3253,Sud,Autre,Compliant,2,1.0,2,44162,35.0,6
3254,Sud,Autre,Compliant,7,1.0,1,53775,224.8999939,3
3259,Centre,Bureau,Compliant,3,0.0,2,64820,38.40000153,104
3260,Centre,Universitaire,Compliant,1,1.0,2,99765,31.89999962,23
3261,Centre,Universitaire,Compliant,1,1.0,3,428347,78.40000153,91
3264,Centre,Médical,Compliant,1,1.0,8,374466,162.3000031,96
3267,Centre,Médical,Compliant,4,1.0,3,197395,62.79999924,27
3268,Nord,Supermarché,Compliant,1,1.0,8,41198,188.6000061,6
3270,Centre,Autre,Compliant,1,1.0,1,20993,44.0,2
3273,Sud,Autre,Compliant,1,1.0,0,40265,53.59999847,7
3275,Nord,Universitaire,Compliant,1,1.0,4,58779,85.09999847,47
3276,Nord,Universitaire,Compliant,2,1.0,0,176225,28.0,5
3277,Nord,Universitaire,Compliant,1,1.0,6,203030,252.0,18
3278,Nord,Universitaire,Compliant,1,1.0,0,166991,95.59999847,63
3279,Nord,Universitaire,Compliant,1,1.0,0,89392,77.90000153,46
3280,Nord,Universitaire,Compliant,1,1.0,0,97040,40.09999847,5
3281,Centre,Bureau,Compliant,2,1.0,6,427181,38.29999924,2
3290,Sud,Industriel,Compliant,1,1.0,4,101580,10.69999981,2
3294,Nord,Autre,Compliant,2,1.0,3,33648,35.90000153,2
3312,Centre,Bureau,Compliant,5,1.0,5,37873,62.0,1
3317,Centre,Bureau,Compliant,3,1.0,10,513816,52.09999847,1
3319,Centre,Détente,Compliant,1,1.0,14,144614,34.59999847,1
3320,Centre,Bureau,Compliant,2,1.0,12,480702,37.20000076,2
3321,Nord,Autre,Compliant,2,1.0,2,25532,26.70000076,2
3322,Sud,Autre,Compliant,2,1.0,2,108036,46.20000076,1
3324,Centre,Bureau,Compliant,2,1.0,12,483397,40.90000153,1
3329,Centre,Bureau,Compliant,3,1.0,13,536697,37.90000153,2
3337,Nord,Détente,Compliant,3,1.0,4,126823,68.5,2
3338,Sud,Industriel,Compliant,1,1.0,1,52085,69.19999695,61
3339,Sud,Bureau,Compliant,1,1.0,2,24990,176.8999939,87
3340,Nord,Autre,Compliant,1,1.0,1,72000,40.59999847,3
3347,Sud,Universitaire,Compliant,2,1.0,3,45000,29.0,1
3356,Centre,Autre,Compliant,6,1.0,6,345290,144.5,1
3359,Nord,Universitaire,Compliant,1,1.0,1,68072,46.20000076,54
3360,Nord,Autre,Compliant,5,1.0,1,20616,30.89999962,11
3361,Centre,Autre,Compliant,1,1.0,1,11685,72.80000305,3
3362,Nord,Autre,Compliant,1,1.0,1,11968,65.5,6
3363,Nord,Autre,Compliant,1,1.0,1,11285,57.20000076,67
3364,Nord,Autre,Compliant,5,1.0,1,16795,55.79999924,105
3365,Nord,Autre,Compliant,4,1.0,1,12769,400.7999878,44
3367,Centre,Autre,Compliant,1,1.0,1,23445,254.8999939,104
3368,Centre,Autre,Compliant,4,1.0,1,20050,90.40000153,22
3370,Sud,Autre,Compliant,1,1.0,1,18261,51.0,34
3372,Centre,Autre,Compliant,1,1.0,1,16000,59.40000153,12
3373,Centre,Autre,Compliant,3,1.0,1,13157,438.2000122,42
3374,Sud,Autre,Compliant,5,1.0,1,14101,51.0,27
3375,Sud,Autre,Compliant,5,1.0,1,18258,63.09999847,78
